"datum","datensatz_id","publisher","datensatz_titel","anzahl_klicks","anzahl_besuchende"
"2024-08-20",601,"statistisches-amt-kanton-zuerich","Ausländer auf dem Zürcher Arbeitsmarkt",1,1
"2024-08-20",619,"statistisches-amt-kanton-zuerich","Wo wohnt die ausländische Bevölkerung?",1,1
"2024-08-20",625,"statistisches-amt-kanton-zuerich","Viele Kinder auf dem Land - wenige in der Stadt",1,1
"2024-08-20",629,"statistisches-amt-kanton-zuerich","Zentrale Lagen begehrt",1,1
"2024-08-20",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",4,1
"2024-08-20",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",2,1
"2024-08-20",75,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Wohnbauland pro Gemeinde",4,1
"2024-08-20",86,"statistisches-amt-kanton-zuerich","Motorfahrzeugbestand ab 2014",1,1
"2024-08-19",1062,"statistisches-amt-kanton-zuerich","Arbeiten in Zeiten von Corona",1,1
"2024-08-19",114,"statistisches-amt-kanton-zuerich","Bevölkerung: reformiert [Pers.]",1,1
"2024-08-19",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",4,2
"2024-08-19",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",1,1
"2024-08-19",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",8,5
"2024-08-19",1221,"statistisches-amt-kanton-zuerich","Wohnungswechsel",1,1
"2024-08-19",128,"statistisches-amt-kanton-zuerich","Leerwohnungszahlen",5,3
"2024-08-19",1321,"personalamt-kanton-zuerich","Personal- und Lohnstatistik der Direktionen und der Staatskanzlei des Kantons Zürich ab 2020",1,1
"2024-08-19",1363,"awel-kanton-zuerich","Luftschadstoffemissionen im Kanton Zürich",10,2
"2024-08-19",1381,"stadt-winterthur","Altersstruktur der Stadt Winterthur",2,1
"2024-08-19",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",1,1
"2024-08-19",1462,"statistisches-amt-kanton-zuerich","Unbezahlte Arbeit im Kanton Zürich",1,1
"2024-08-19",1561,"statistisches-amt-kanton-zuerich","Stimmbeteiligung: eine Langfristperspektive",1,1
"2024-08-19",1641,"statistisches-amt-kanton-zuerich","Open Government Data publizierende Verwaltungseinheiten und -abteilungen im Kanton Zürich",1,1
"2024-08-19",179,"statistisches-amt-kanton-zuerich","Fläche [ha]",4,2
"2024-08-19",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",5,3
"2024-08-19",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",1,1
"2024-08-19",1822,"statistisches-amt-kanton-zuerich","Sozialhilfebezug im Kanton Zürich",1,1
"2024-08-19",1842,"statistisches-amt-kanton-zuerich","Firmenkonkurse und -gründungen im Zeichen von Corona",1,1
"2024-08-19",1862,"statistisches-amt-kanton-zuerich","Bodenversiegelung im Kanton Zürich",1,1
"2024-08-19",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",4,3
"2024-08-19",1902,"statistisches-amt-kanton-zuerich","Politische Profile veränderter Wahlzettel",1,1
"2024-08-19",1922,"statistisches-amt-kanton-zuerich","Aus- und Einzugsmieten im Kanton Zürich",1,1
"2024-08-19",1982,"afm-kanton-zuerich","Verkehrsnachfrage im ÖV, MIV und im Veloverkehr nach Gemeinden und Regionen im Kanton Zürich",5,4
"2024-08-19",2062,"statistisches-amt-kanton-zuerich","Parteienlandschaft in Bewegung",1,1
"2024-08-19",2063,"fachstelle-ogd-kanton-zuerich","Trinkwasserqualität im Kanton Zürich nach Gemeinden und Verteilzonen (Selbstkontrolle der Wasserversorgungen)",1,1
"2024-08-19",2143,"statistisches-amt-kanton-zuerich","Regierungsratswahl im Zeichen der Stabilität",1,1
"2024-08-19",2202,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Nationalratswahl 2023",1,1
"2024-08-19",2262,"statistisches-amt-kanton-zuerich","Photovoltaik im Kanton Zürich",1,1
"2024-08-19",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",2,2
"2024-08-19",2342,"statistisches-amt-kanton-zuerich","Mobilitätsverhalten der Zürcher Bevölkerung",1,1
"2024-08-19",2382,"awel-kanton-zuerich","Messdaten langjähriger Abgasmessungen im realen Fahrbetrieb mittels Remote Sensing (RSD)",2,1
"2024-08-19",2383,"awel-kanton-zuerich","Messdaten zu ultrafeinen Partikeln in Kloten: Anzahl-Grössenverteilungen, Luftschadstoffe und Meteorologie",1,1
"2024-08-19",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",2,2
"2024-08-19",2562,"statistisches-amt-kanton-zuerich","Wärmebelastung der Bevölkerung im Kanton Zürich",1,1
"2024-08-19",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",2,1
"2024-08-19",2603,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Landwirtschaftsland pro Raumplanungsregion und Bezirk sowie gesamter Kanton",1,1
"2024-08-19",2604,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Staatenkleingruppe und Quartier",1,1
"2024-08-19",2605,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat, Geschlecht und Altersklasse",1,1
"2024-08-19",261,"statistisches-amt-kanton-zuerich","Steigende Geburtenzahlen",2,1
"2024-08-19",262,"statistisches-amt-kanton-zuerich","Verkehrsverhalten der Zürcher Bevölkerung",1,1
"2024-08-19",263,"statistisches-amt-kanton-zuerich","Wertschöpfung und Produktivität",1,1
"2024-08-19",264,"statistisches-amt-kanton-zuerich","Babyboomer nicht mehr stärkste Jahrgänge",1,1
"2024-08-19",2644,"statistisches-amt-kanton-zuerich","Zwei Jahre Schutzstatus S im Kanton Zürich",1,1
"2024-08-19",265,"statistisches-amt-kanton-zuerich","Vermögensentwicklung und -mobilität",1,1
"2024-08-19",266,"statistisches-amt-kanton-zuerich","Autofahren im Kanton Zürich",1,1
"2024-08-19",267,"statistisches-amt-kanton-zuerich","Ausländische Unternehmen",1,1
"2024-08-19",270,"statistisches-amt-kanton-zuerich","Zürcher Immobilienhandel",1,1
"2024-08-19",271,"statistisches-amt-kanton-zuerich","Abseits der Märkte für Bauland",1,1
"2024-08-19",272,"statistisches-amt-kanton-zuerich","Immobilienhandel im Kanton",1,1
"2024-08-19",273,"statistisches-amt-kanton-zuerich","Wer kauft Immobilien?",1,1
"2024-08-19",274,"statistisches-amt-kanton-zuerich","Die Handänderungsstatistik - eine Einführung",1,1
"2024-08-19",277,"statistisches-amt-kanton-zuerich","Immobilien: Was wird wo gekauft?",1,1
"2024-08-19",278,"statistisches-amt-kanton-zuerich","Wer braucht wieviel Wohnfläche?",1,1
"2024-08-19",286,"statistisches-amt-kanton-zuerich","Der Preis des Bodens",1,1
"2024-08-19",287,"statistisches-amt-kanton-zuerich","Zürcher Immobilienpreise",1,1
"2024-08-19",363,"statistisches-amt-kanton-zuerich","ÖV-Anteil (Modal Split) [%]",1,1
"2024-08-19",364,"statistisches-amt-kanton-zuerich","MIV-Anteil (Modal Split) [%]",3,2
"2024-08-19",466,"staatsarchiv-kanton-zuerich","Zürcher Regierungsratsbeschlüsse des 19. und 20. Jahrhunderts",1,1
"2024-08-19",610,"statistisches-amt-kanton-zuerich","Die Wahlentscheidung unter der Lupe",1,1
"2024-08-19",611,"statistisches-amt-kanton-zuerich","Die Zürcher Abstimmungslandschaft",2,1
"2024-08-19",612,"statistisches-amt-kanton-zuerich","Kinder im Haushaltsbudget",1,1
"2024-08-19",613,"statistisches-amt-kanton-zuerich","Kanton Zürich zieht junge Leute an",1,1
"2024-08-19",614,"statistisches-amt-kanton-zuerich","«No Billag», Neue Finanzordnung 2021 und Lehrplan vors Volk",1,1
"2024-08-19",615,"statistisches-amt-kanton-zuerich","Fremdsprachen und Zuwanderung",1,1
"2024-08-19",616,"statistisches-amt-kanton-zuerich","Die Abstimmungen vom 10.6.2018",1,1
"2024-08-19",617,"statistisches-amt-kanton-zuerich","Limmattalbahn zum Zweiten",1,1
"2024-08-19",618,"statistisches-amt-kanton-zuerich","Heirat und Partnerschaft",1,1
"2024-08-19",619,"statistisches-amt-kanton-zuerich","Wo wohnt die ausländische Bevölkerung?",1,1
"2024-08-19",620,"statistisches-amt-kanton-zuerich","Welche Namen wählen Paare bei der Heirat?",1,1
"2024-08-19",621,"statistisches-amt-kanton-zuerich","Wie eine Regierung gewählt wird",1,1
"2024-08-19",622,"statistisches-amt-kanton-zuerich","Die Wahrnehmung der migrationsbedingten Vielfalt",1,1
"2024-08-19",623,"statistisches-amt-kanton-zuerich","Weniger, aber vermehrt späte Scheidungen",1,1
"2024-08-19",624,"statistisches-amt-kanton-zuerich","Stabilität und Wandel im Zürcher Parteiensystem",1,1
"2024-08-19",625,"statistisches-amt-kanton-zuerich","Viele Kinder auf dem Land - wenige in der Stadt",1,1
"2024-08-19",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",2,2
"2024-08-19",675,"statistisches-amt-kanton-zuerich","Mobilität im Lockdown",1,1
"2024-08-19",701,"statistisches-amt-kanton-zuerich","Siedlungswachstum im Kanton Zürich gebremst",1,1
"2024-08-19",704,"statistisches-amt-kanton-zuerich","Quartierentwicklung",1,1
"2024-08-19",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",4,2
"2024-08-19",717,"statistisches-amt-kanton-zuerich","Bestandsmieten im Kanton Zürich",1,1
"2024-08-19",724,"statistisches-amt-kanton-zuerich","Demografie schmälert Mitgliederzahl der Zürcher Kirchen",1,1
"2024-08-19",727,"statistisches-amt-kanton-zuerich","Immer attraktiver für Hochqualifizierte. Der Kanton Zürich im Geflecht der Migration innerhalb der Schweiz.",1,1
"2024-08-19",730,"statistisches-amt-kanton-zuerich","Umbau der Zürcher Autoflotte hat begonnen",1,1
"2024-08-19",732,"staatsarchiv-kanton-zuerich","Zürcher Kantonsratsprotokolle des 19. und 20. Jahrhunderts",1,1
"2024-08-19",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",2,2
"2024-08-19",737,"statistisches-amt-kanton-zuerich","Religiosität und Spiritualität heute",1,1
"2024-08-19",740,"statistisches-amt-kanton-zuerich","COVID_19 Gesellschaftsmonitoring des Kantons Zürich",1,1
"2024-08-18",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",1,1
"2024-08-18",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",3,2
"2024-08-18",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",2,2
"2024-08-18",1601,"stadt-winterthur","Wohnungsbestand und Anzahl Neubauwohnungen in der Stadt Winterthur ab 1981",1,1
"2024-08-18",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",5,3
"2024-08-18",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",1,1
"2024-08-18",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",1,1
"2024-08-18",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",1,1
"2024-08-18",2644,"statistisches-amt-kanton-zuerich","Zwei Jahre Schutzstatus S im Kanton Zürich",2,2
"2024-08-18",37,"statistisches-amt-kanton-zuerich","Bevölkerung nach Geschlecht, Heimat und Konfession, 1850-2000",2,1
"2024-08-18",407,"statistisches-amt-kanton-zuerich","Total Quellensteuerpflichtige [Anz.]",1,1
"2024-08-18",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",2,1
"2024-08-18",693,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Nationalratswahlen",1,1
"2024-08-18",697,"staatsarchiv-kanton-zuerich","Zürcher Stillstandsprotokolle des 17. Jahrhunderts",1,1
"2024-08-18",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",3,3
"2024-08-18",712,"staatsarchiv-kanton-zuerich","Erlasse der Zürcher Gesetzessammlung ab 1803",1,1
"2024-08-17",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",2,1
"2024-08-17",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",8,3
"2024-08-17",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",2,1
"2024-08-17",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",1,1
"2024-08-17",2604,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Staatenkleingruppe und Quartier",2,1
"2024-08-17",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",3,1
"2024-08-17",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",2,1
"2024-08-17",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",6,2
"2024-08-16",1,"statistisches-amt-kanton-zuerich","Kapitaldienstanteil [%]",1,1
"2024-08-16",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",2,1
"2024-08-16",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",1,1
"2024-08-16",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",4,4
"2024-08-16",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",5,2
"2024-08-16",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",1,1
"2024-08-16",128,"statistisches-amt-kanton-zuerich","Leerwohnungszahlen",1,1
"2024-08-16",1281,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Gemeindebehördenwahlen im Kanton Zürich",1,1
"2024-08-16",1282,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Gemeindeparlamentswahlen im Kanton Zürich",1,1
"2024-08-16",146,"statistisches-amt-kanton-zuerich","Motorräder [Anz.]",1,1
"2024-08-16",1481,"stadt-winterthur","Bevölkerungswachstum der Stadt Winterthur ab 1985",1,1
"2024-08-16",1522,"stadt-winterthur","Betriebe, Beschäftigte, Vollzeitäquivalente in der Stadt Winterthur ab 2011",1,1
"2024-08-16",1602,"stadt-winterthur","Wohnungsbestand nach Zimmerzahl und Quartier in der Stadt Winterthur ab 2015",1,1
"2024-08-16",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",1,1
"2024-08-16",1863,"stadt-winterthur","Bruttolastgang elektrische Energie der Stadt Winterthur",3,2
"2024-08-16",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",7,3
"2024-08-16",1922,"statistisches-amt-kanton-zuerich","Aus- und Einzugsmieten im Kanton Zürich",2,1
"2024-08-16",1942,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Wahltag des Kantons Zürich",1,1
"2024-08-16",2183,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Kantonsratswahl 2023",2,1
"2024-08-16",2262,"statistisches-amt-kanton-zuerich","Photovoltaik im Kanton Zürich",1,1
"2024-08-16",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",1,1
"2024-08-16",2605,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat, Geschlecht und Altersklasse",4,1
"2024-08-16",2622,"are-kanton-zuerich","Nutzungsdichte im Kanton Zürich",1,1
"2024-08-16",33,"statistisches-amt-kanton-zuerich","Bevölkerung nach 20 Altersklassen und Geschlecht",1,1
"2024-08-16",364,"statistisches-amt-kanton-zuerich","MIV-Anteil (Modal Split) [%]",3,2
"2024-08-16",38,"statistisches-amt-kanton-zuerich","Bevölkerung nach Heimat und Geschlecht",1,1
"2024-08-16",421,"statistisches-amt-kanton-zuerich","Immobilien- und Bodenpreise im Kanton Zürich 2001",1,1
"2024-08-16",447,"statistisches-amt-kanton-zuerich","Kaufen oder mieten?",1,1
"2024-08-16",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",1,1
"2024-08-16",544,"oberjugendanwaltschaft-kanton-zuerich","Statistik der Jugendstrafrechtspflege des Kantons Zürich",2,1
"2024-08-16",548,"statistisches-amt-kanton-zuerich","Boden- und Immobilienpreise im Jahr 2007",1,1
"2024-08-16",629,"statistisches-amt-kanton-zuerich","Zentrale Lagen begehrt",2,1
"2024-08-16",690,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Kantonsratswahlen",1,1
"2024-08-16",697,"staatsarchiv-kanton-zuerich","Zürcher Stillstandsprotokolle des 17. Jahrhunderts",1,1
"2024-08-16",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",6,3
"2024-08-16",717,"statistisches-amt-kanton-zuerich","Bestandsmieten im Kanton Zürich",10,3
"2024-08-16",729,"gesundheitsdirektion-kanton-zuerich","Badewasserqualität in öffentlichen Badeanstalten an Flüssen und Seen im Kanton Zürich",2,1
"2024-08-16",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",1,1
"2024-08-15",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",5,4
"2024-08-15",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",4,4
"2024-08-15",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",5,4
"2024-08-15",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",1,1
"2024-08-15",128,"statistisches-amt-kanton-zuerich","Leerwohnungszahlen",17,16
"2024-08-15",1362,"gesundheitsdirektion-kanton-zuerich","Trinkwasserqualität im Kanton Zürich nach Gemeinden und Verteilzonen",4,3
"2024-08-15",1381,"stadt-winterthur","Altersstruktur der Stadt Winterthur",2,1
"2024-08-15",1522,"stadt-winterthur","Betriebe, Beschäftigte, Vollzeitäquivalente in der Stadt Winterthur ab 2011",1,1
"2024-08-15",1641,"statistisches-amt-kanton-zuerich","Open Government Data publizierende Verwaltungseinheiten und -abteilungen im Kanton Zürich",2,1
"2024-08-15",165,"statistisches-amt-kanton-zuerich","Nettoaufwand Verkehr und Nachrichtenübermittlung [Fr./Einw.]",1,1
"2024-08-15",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",1,1
"2024-08-15",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",3,1
"2024-08-15",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",1,1
"2024-08-15",2042,"kantonspolizei-kanton-zuerich","Anzahl Einbrüche nach Gemeinden des Kantons Zürich",4,1
"2024-08-15",2063,"fachstelle-ogd-kanton-zuerich","Trinkwasserqualität im Kanton Zürich nach Gemeinden und Verteilzonen (Selbstkontrolle der Wasserversorgungen)",2,1
"2024-08-15",2142,"stadt-winterthur","Stadtklimamessungen Winterthur",2,2
"2024-08-15",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",2,1
"2024-08-15",2382,"awel-kanton-zuerich","Messdaten langjähriger Abgasmessungen im realen Fahrbetrieb mittels Remote Sensing (RSD)",3,2
"2024-08-15",2442,"awel-kanton-zuerich","Deponiestatistik des Kantons Zürich",1,1
"2024-08-15",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",2,2
"2024-08-15",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",3,3
"2024-08-15",2564,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Staatenkleingruppe",1,1
"2024-08-15",2603,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Landwirtschaftsland pro Raumplanungsregion und Bezirk sowie gesamter Kanton",1,1
"2024-08-15",2604,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Staatenkleingruppe und Quartier",4,3
